id,naziv_ustanove,naziv_ustanove_eng,tip_ustanove,maticna_ustanova,ulica_broj,mesto,opstina,okrug,region,poz_broj,tel,mobil_tel,e_mail,website,direktor,kontakt_lice,tip_ustanove_eng,tip_ustanove_rus,ime_ustanova_rus,tip_ustanova_kina,ime_ustanova_kina,delete,latitude,longitude,coordinate,pozivni_broj,geometry
"22634","Биоскоп - Народна библиотека ""Вук Караџић"" Бач",Cinema - Public Library Bac,Биоскопи,Народна библиотека „Вук Караџић” Бач,Трг др Зорана Ђинђића 4,Бач,Бач,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","770 777; 770 063","0648511903",bibliotekabac@gmail.com,,Мирослава Паравина,Владимир Босанчић,cinema,кинотеатры,Кинотеатр - Народная библиотека Бач,电影院,巴池国家图书馆影院,,45.392555,19.229949,"45.392555, 19.229949","021",POINT(361449.06952768064 5028083.673857763)
"22633",Биоскоп - Народна библиотека Ариље,Cinema - Public Library Arilje,Биоскопи,Народна библиотека Ариље,Светог Ахилија 33,Ариље,Ариље,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"31",895 269,,bibliotekaariljska@gmail.com,www.narodnabibliotekaarilje.org.rs,Јелисавета Лазић,Момчило Димитријевић,cinema,кинотеатры,Кинотеатр - Народная библиотека Ариле,电影院,阿利列国家图书馆影院,,43.753265,20.0939297,"43.753265, 20.0939297","031",POINT(427056.11682296504 4844868.00250357)
"22637",Биоскоп - Народна библиотека Житорађа,Cinema - Public Library Zitoradja,Биоскопи,Народна библиотека Житорађа,Топлички хероји 53а,Житорађа,Житорађа,ТОПЛИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"27",8362 074,062 8824167,nbzito@open.telekom.rs,,Бранислав Милић,Бранислав Милић,cinema,кинотеатры,Кинотеатр - Народная библиотека Житораджа,电影院,日托拉加国家图书馆影院,,43.1892298,21.7086612,"43.1892298, 21.7086612","027",POINT(557584.329137235 4782072.5274452055)
"22636",Биоскоп - Народна библиотека Осечина,Cinema - Public Library Osečina of Osečina,Биоскопи,Народна библиотека Осечина,Браће Недића 18,Осечина,Осечина,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14",451 111,064 3467 383,bibliotekaosecina@gmail.com,biblioteka-osecina.org,Ана Васиљевић,Ана Васиљевић,cinema,кинотеатры,Кинотеатр - Народная библиотека Осечина,电影院,奥塞切纳国家图书馆影院,,44.3762462,19.5945059,"44.3762462, 19.5945059","014",POINT(388030.0320030547 4914623.625534966)
"22640",Биоскоп - Народна библиотека Ћићевац,Cinema - Public Library Cicevac,Биоскопи,Народна библиотека Ћићевац,Карађорђева 108,Ћићевац,Ћићевац,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",811 117,,bibliotekacicevac@gmail.com,,Мишел Радовановић,Драгана Кркић,cinema,кинотеатры,Кинотеатр - Народная библиотека Чичевац,电影院,契切瓦茨国家图书馆影院,,43.7203233,21.4383853,"43.7203233, 21.4383853","037",POINT(535311.8463472195 4840903.89596439)
"22656",Биоскоп - Народни универзитет Трстеник,Cinema - Public University Trstenik,Биоскопи,Народни универзитет Трстеник (Центар за културу),Кнегиње Милице 16,Трстеник,Трстеник,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",712 065,"069607530",narodnits.kultura@sbb.rs,,Светлана Лазић,Душан Јовић,cinema,кинотеатры,Кинотеатр - Народный университет Трстеник,电影院,特尔斯特尼克国立大学影院,,43.6196822,20.998601,"43.6196822, 20.998601","037",POINT(499887.1224355037 4829633.192630592)
"22620",Биоскоп - Нишки културни центар,Cinema - Nis Cultural Center,Биоскопи,Нишки културни центар,Станоја Бунушевца бб,Ниш,Ниш,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",595 740,,niskikulturnicentar@gmail.com,,,Дејан Дабић,cinema,кинотеатры,Кинотеатр - Нишский культурный центр,电影院,尼什文化中心影院,,43.3107954,21.8970394,"43.3107954, 21.8970394","018",POINT(572746.7851478476 4795719.686737947)
"22657",Биоскоп - Образовно културни центар Сечањ,Cinema - ECC Secanj,Биоскопи,Образовно културни центар Сечањ,Вожда Карађорђа 94,Сечањ,Сечањ,СРЕДЊЕ-БАНАТСКИ ОКРУГ,Регион Војводине,"23","3841471",,okcsecanj@beotel.net,,,Владо Савовић,cinema,кинотеатры,Кинотеатр - Образовательно-культурный центр Сечань,电影院,塞查尼教育文化中心影院,,45.3666119,20.7701951,"45.3666119, 20.7701951","023",POINT(482003.7345721149 5023703.330628713)
"22596",Биоскоп - Омладински центар ЦК13,Cinema - Youth Center CK13,Биоскопи,Омладински центар ЦК13,Војводе Бојовића 13,Нови Сад,Нови Сад,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",4737 601,,office@ck13.org,,,Бојан Кривокапић,cinema,кинотеатры,Кинотеатр - Молодежный центр ЦК13,电影院,CK13青年中心影院,,45.2583553,19.8376956,"45.2583553, 19.8376956","021",POINT(408805.300998881 5012308.10543792)
"22638",Биоскоп - Општинска библиотека Варварин,Cinema - Municipality Library Varvarin,Биоскопи,Општинска библиотека Варварин,Трг Мирка Томића 2,Варварин,Варварин,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",787 262,,bibliotekavarvarin@gmail.com,,Надица Васић,Светлана Пантић,cinema,кинотеатры,Кинотеатр - Муниципальная библиотека Варварин,电影院,瓦尔瓦林城区图书馆影院,,43.7246862,21.3643836,"43.7246862, 21.3643836","037",POINT(529348.8904776229 4841359.58912489)
"22647",Биоскоп - Општински културни центар Апатин,Cinema - Municipality Cultural Center Apatin,Биоскопи,Општински културни центар Апатин,Петефи Шандора 4,Апатин,Апатин,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25",773 923,,kulturnicentarapatin@yahoo.com,www.kulturaapatin.com,,Драган Поповић,cinema,кинотеатры,Кинотеатр - Муниципальный культурный центр Апатин,电影院,阿帕丁城区文化中心影院,,45.6737242,18.9772296,"45.6737242, 18.9772296","025",POINT(342454.86644390813 5059786.90469541)
"22666",Дворана Дома синдиката,Hall of Dom sindikata,Биоскопи,,Дечанска 14,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","3234 328; 3234 224",063 376 431,office@dds.co.rs,,Драгослав Агатоновић,Мирослав Васић,cinema,кинотеатры,Зал Дома профсоюзов,电影院,财团之家礼堂,,44.8132551,20.4606824,"44.8132551, 20.4606824","011",POINT(457355.6692330115 4962347.206550557)
"22648",Биоскоп - Спортско-културни центар Обреновац,Cinema - SCC Obrenovac,Биоскопи,Јавно предузеће спортско културни центар „Обреновац`,Булевар краља Александра I 63,БЕОГРАД - Обреновац,БЕОГРАД - Обреновац,ГРАД БЕОГРАД,Београдски регион,"11",8721 361,,info@obrenovac-info.co.rs,,,Јасмина Обрадовић,cinema,кинотеатры,Кинотеатр - Спортивно-культурный центр Обреновац,电影院,奥布雷诺瓦茨运动文化中心影院,,44.6580898,20.1978607,"44.6580898, 20.1978607","011",POINT(436404.2596368094 4945282.56110053)
"22618",Биоскоп - Студентски културни центар Ниш,Students cultural centre Nis,Биоскопи,Студентски културни центар Ниш,Шуматовачка бб,Ниш,Ниш,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18","523 364; 523 120",,"skc@ni.ac.rs; jnebojsa@ni.ac.rs",www.skc-nis.com,Мирослав Јовић,Небојша Јовановић,cinema,кинотеатры,Кинотеатр - Студенческий культурный центр Ниш,电影院,尼什大学生文化中心影院,,43.3230919,21.8910234,"43.3230919, 21.8910234","018",POINT(572244.3357326322 4797080.05563482)
"22603",Биоскоп - Сурдулички културни центар,Cinema - Cultural Center Surdulica,Биоскопи,Сурдулички културни центар,Омладинска 1,Сурдулица,Сурдулица,ПЧИЊСКИ ОКРУГ,Регион Јужне и Источне Србије,"17",815 018,"0600816429",surdulica.kc@gmail.com,www.surdulickikulturnicentar.rs,Сузана Станковић Алексић,Сузана Станковић Алексић,cinema,кинотеатры,Кинотеатр - Сурдулицкий культурный центр,电影院,苏尔杜利查文化中心影院,,42.6917394,22.1690771,"42.6917394, 22.1690771","017",POINT(595765.0636072053 4727246.417110648)
"22619",Биоскоп - УКД Центар за културу,Cinema - Cultural Center,Биоскопи,Установа културних делатности Центар за културу Бела Црква,Пролетерска 4,Бела Црква,Бела Црква,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",851 173,"0603851439",ukdczk@gmail.com,,,Илија Блануша,cinema,кинотеатры,Кинотеатр - УКД Культурный центр,电影院,UKD文化中心影院,,44.902866,21.4217775,"44.902866, 21.4217775","013",POINT(533298.6391144622 4972246.654626763)
"22606",Биоскоп - Установа за културу и спорт Уб,Cinema - Cultural and Sport Center Ub,Биоскопи,Установа за културу и спорт Уб „Културно спортски центар Уб”,Вука Караџића 19,Уб,Уб,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14",411 111,064 8198 848,ksc_ub@yahoo.com,,Радован Пулетић,Немања Јовановић,cinema,кинотеатры,Кинотеатр - Учреждение культуры и спорта Уб,电影院,乌布文化体育机构影院,,44.4559529,20.0706348,"44.4559529, 20.0706348","014",POINT(426061.88760127284 4922936.548274451)
"22605",Биоскоп - Установа културе,Cinema - Cultural Center,Биоскопи,Установа културе и физичке културе Сјеница,Трг Светозара Марковића 8,Сјеница,Сјеница,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"20",741 047,,ustanovakulture@live.com,,,Индира Тандировић,cinema,кинотеатры,Кинотеатр - Учреждение культуры ,电影院,文化机构影院,,43.272932,19.999958,"43.272932, 19.999958","020",POINT(418849.6805716988 4791609.634493019)
"22318","Биоскоп - Центар за културне делатности, туризам и библиотекарство","Cinema - Center for cultural activities, tourism and librarianship",Биоскопи,"Центар за културне делатности, туризам и библиотекарство",Николе Тесле 2,Владичин хан,Владичин хан,ПЧИЊСКИ ОКРУГ,Регион Јужне и Источне Србије,"17",473 824,,centarkulturevhan@gmail.com,,Оливера Китановић,Оливера Китановић,cinema,кинотеатры,"Кинотеатр - Центр культурной деятельности, туризма и библиотечного дела",电影院,文化活动旅游图书馆中心影院,,42.7060054,22.0617963,"42.7060054, 22.0617963","017",POINT(586957.1486889428 4728714.551092567)
"22628","Биоскоп - Центар за културу Бор, биоскоп „ЗВЕЗДА”","Cinema - Cultural Center Bor - ""Zvezda"" Cinema",Биоскопи,Центар за културу Општине Бор,Ђуре Ђаковића 1,Бор,Бор,БОРСКИ ОКРУГ,Регион Јужне и Источне Србије,"30",421 259,,kontakt@centarzakulturubor.org.rs,,Даниел Чорболоковић,Милан Костић,cinema,кинотеатры,"Кинотеатр - Культурный центр Бор, Кинотеатр „ЗВЕЗДА”",电影院,波尔文化中心星星电影院,,44.0778663,22.0968517,"44.0778663, 22.0968517","030",POINT(587824.2001914134 4881106.152993654)
"22672",Биоскоп - Центар за културу Ваљево,Cinema - Cultural Center Valjevo,Биоскопи,Центар за културу Ваљево,Чика Љубина 5,Ваљево,Ваљево,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14","223 219; 221 660",,"czkvaljevo@gmail.com; sladjanamarkovic@yahoo.com",,Милош Смиљанић,Сандра Пујић,cinema,кинотеатры,Кинотеатр - Культурный центр Валево,电影院,瓦列沃文化中心影院,,44.2692937,19.8849079,"44.2692937, 19.8849079","014",POINT(411003.6869992938 4902387.9578781305)
"22643",Биоскоп - Центар за културу Градац,Cinema - Cultural Center Gradac,Биоскопи,"Центар за културу, образовање и информисање „Градац” Рашка",Ибарска 6,Рашка,Рашка,РАШКИ ОКРУГ,Регион Шумадије и Западне Србије,"36",736 273,065 9766 615,ckgradac@ptt.rs,,,Милојко Милићевић,cinema,кинотеатры,Кинотеатр - Культурный центр Градац,电影院,格拉达茨文化中心影院,,43.2934378,20.6102588,"43.2934378, 20.6102588","036",POINT(468384.4104956169 4793475.140238075)
"22624",Биоскоп - Центар за културу и образовање општине Аранђеловац,Center for Culture and Education Arandjelovac,Биоскопи,Центар за културу и образовање Аранђеловац,Књаза Милоша 293,Аранђеловац,Аранђеловац,ШУМАДИЈСКИ ОКРУГ,Регион Шумадије и Западне Србије,"34","711 035; 711 118",064 8669 250,arcult.ar@gmail.com,www.arkultura.rs,Саша Симoновић,Тања Бајц,cinema,кинотеатры,Кинотеатр - Центр культуры и образования муниципалитета Аранджеловац,电影院,阿兰杰洛瓦茨城区文化教育中心影院,,44.307594,20.5550816,"44.307594, 20.5550816","034",POINT(464513.8572355798 4906133.793968641)
"22661",Биоскоп - Центар за културу и спорт општине Лучани у Гучи,Cinema - CSC Lucani,Биоскопи,Центар за културу и спорт општине Лучани у Гучи,Трг слободе бб,Лучани,Лучани,МОРАВИЧКИ ОКРУГ,Регион Шумадије и Западне Србије,"32",854 110,"0648115653",info@cksguca.rs,www.cksguca.rs,Јован Ковачевић,Јован Ковачевић,cinema,кинотеатры,Кинотеатр - Центр культуры и спорта муниципалитета Лучани в Гуче,电影院,古查鲁查尼城区文化运动中心影院,,43.7771481,20.224202,"43.7771481, 20.224202","032",POINT(437568.6643640134 4847414.089493706)
"22622",Биоскоп - Центар за културу и уметност,Cinema - Cultural and Art Center,Биоскопи,Центар за културу и уметност Алексинац,Душана Тривунца 15,Алексинац,Алексинац,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18","804 618; 804 822",064 8933 727,misa.czk@gmail.com,http://centarzakulturu.aleksinac.org,Борислав Јовановић,Милош Анђелковић,cinema,кинотеатры,Кинотеатр - Центр культуры и искусства,电影院,文化艺术中心影院,,43.5405609,21.7060494,"43.5405609, 21.7060494","018",POINT(557041.9403946621 4821088.12763534)
"22630",Биоскоп - Центар за културу Ковин,Cinema - Cultural Center Kovin,Биоскопи,Центар за културу Ковин,Цара Лазара 85,Ковин,Ковин,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",742 592,,kulturakovin@gmail.com,www.kulturakovin.rs,Миливој Грчић,Стојан Јаџић,cinema,кинотеатры,Кинотеатр - Культурный центр Ковин,电影院,科文文化中心影院,,44.7409299,20.9755571,"44.7409299, 20.9755571","013",POINT(498064.86390340084 4954171.94198553)
"22627",Биоскоп - Центар за културу Лазаревац,Cinema - Cultural Center Lazarevac,Биоскопи,Центар за културу Лазаревац,Хиландарска 2,БЕОГРАД - Лазаревац,БЕОГРАД - Лазаревац,ГРАД БЕОГРАД,Београдски регион,"11",8123 344,060 6767620,ciglar@veze.net,www.czklazarevac.rs,Стела Станишић,Иван Циглар,cinema,кинотеатры,Кинотеатр - Культурный центр Лазаревац,电影院,拉扎莱瓦茨文化中心影院,,44.3813898,20.2600953,"44.3813898, 20.2600953","011",POINT(441060.0784731315 4914500.57433995)
"22607",Биоскоп - Центар за културу Пожаревац,Cultural Center Pozarevac,Биоскопи,Центар за културу Пожаревац,Јована Шербановића 1,Пожаревац,Пожаревац,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12","522 481; 541 350; 526 988",064 8918 444,centarpozarevac@gmail.com,www.czkpo.rs,Драги Ивић,Драган Лазовић,cinema,кинотеатры,Кинотеатр - Культурный центр Пожаревац,电影院,波扎莱瓦茨文化中心影院,,44.6192152,21.1852719,"44.6192152, 21.1852719","012",POINT(514698.6547022204 4940668.143890859)
"22594",Биоскоп - Центар за културу Смедерево,Cultural Center Smederevo- Cinema,Биоскопи,Центар за културу Смедерево,Карађорђева 5-7,Смедерево,Смедерево,ПОДУНАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"26",640 360,,centar@sdkultura.org.rs,www.sdkultura.org.rs,Драгољуб Мартић,Горан Зечевић,cinema,кинотеатры,Кинотеатр - Культурный центр Смедерево,电影院,斯梅代雷沃文化中心影院,,44.6640802,20.9226277,"44.6640802, 20.9226277","026",POINT(493866.35228889954 4945637.981655222)
"22599",Биоскоп - Центар за културу Сопот,Cinema - Cultural center Sopot,Биоскопи,Центар за културу Сопот,Космајски трг 7,БЕОГРАД - Сопот,БЕОГРАД - Сопот,ГРАД БЕОГРАД,Београдски регион,"11",8251 238,063 256 599,czksopot@gmail.com,,Сузана Анастасов-Марковић,Душан Јововић,cinema,кинотеатры,Кинотеатр - Культурный центр Сопот,电影院,索珀特文化中心影院,,44.5191829,20.5745686,"44.5191829, 20.5745686","011",POINT(466190.246489917 4929627.982919115)
"22646",Биоскоп - ЦК „Вук Караџић”,"Cinema - Cultural center ""Vuk Karadzic""",Биоскопи,Центар за културу „Вук Караџић” Лозница,Саве Ковачевића 1,Лозница,Лозница,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15","875 871; 882 718; 882 327",,ckvkaradzic@mts.rs,www.ckvkaradzic.org.rs,Снежана Нешковић Симић,Верица Аврамовић,cinema,кинотеатры,Кинотеатр - КЦ „Вук Караджич”,电影院,“武克·卡拉季奇”文化中心影院,,44.5310179,19.2232163,"44.5310179, 19.2232163","015",POINT(358824.1958867053 4932389.953908653)
"22680",Биоскоп - ЦК Стара Пазова,Cinema - Cultural center Stara Pazova,Биоскопи,Центар за културу Стара Пазова,Ћирила и Методија 11,Стара Пазова,Стара Пазова,СРЕМСКИ ОКРУГ,Регион Војводине,"22","311 022; 311 104",063 552 381,centarzakulturu.starapazova@gmail.com,www.czkstarapazova.com,Владимир Керкез,Милан Дудић,cinema,кинотеатры,Кинотеатр - КЦ Стара-Пазова,电影院,老帕佐瓦文化中心影院,,44.9852902,20.1608938,"44.9852902, 20.1608938","022",POINT(433848.6712817671 4981658.775910115)
"22654",Културни центар Горњи Милановац - Биоскоп,Cinema - Cultural center Gornji Milanovac,Биоскопи,Културни центар Горњи Милановац,Трг кнеза Михаила 1,Горњи Милановац,Горњи Милановац,МОРАВИЧКИ ОКРУГ,Регион Шумадије и Западне Србије,"32",711 118,,office@kcgm.org.rs,www.kcgm.org.rs,Драган Арсић,Бобан Стефановић,cinema,кинотеатры,Культурный центр Горни-Милановац - Кинотеатр,电影院,上米拉诺瓦茨文化中心影院,,44.0229241,20.4560927,"44.0229241, 20.4560927","032",POINT(456409.48610212374 4874562.762991182)
"22649","Биоскоп „Mоравица"" - Организација за туризам и културу Сокобања","Cinema ""Moravica"" - The Organisation for Tourism",Биоскопи,Организација за туризам и културу Сокобања,Алексе Марикишића 40,Сокобања,Сокобања,ЗАЈЕЧАРСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",833 988,064 8568 801,office@otks.org.rs,www.otks.org.rs,Љубинко Миленковић,Братислав Мајкић,cinema,кинотеатры,"Кинотеатр „Mоравица"" - Организация туризма и культуры Сокобаня",电影院,索克巴尼亚旅游文化组织“莫拉维查”影院,,43.6442959,21.8689599,"43.6442959, 21.8689599","018",POINT(570083.0879578675 4832733.612857708)
"22591",Биоскоп „Култура” - ОКУ „Cnesa” КАЊИЖА,"""Kultura"" Cinema - ECI ""Cnesa"" Kanjiza",Биоскопи,Образовно-културна установа „Cnesa” Кањижа,Главни трг 9,Кањижа,Кањижа,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"25",874 077,063 545 732,theater@cnesa.rs,,,Едит Ердељи Тот,cinema,кинотеатры,Кинотеатр „Культура” - Образовательно-культурное учреждение „Цнеса” КАНИЖА,电影院,卡尼扎“策奈沙”教育文化机构“文化”影院,,46.0663366,20.0570844,"46.0663366, 20.0570844","025",POINT(427075.28274679 5101850.135122402)
"22670",Биоскоп „Мика Ђорђевић” - Центар за културу Брус,"""Mika Djordjevic"" Cinema - Cultural center Brus",Биоскопи,Културни центар Брус,Братиславе Петровић 15,Брус,Брус,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",825 254,064 6441 117,centarzakulturu2013@gmail.com,,Смиљана Алексић,Стојан Лапчевић,cinema,кинотеатры,Кинотеатр „Мика Джорджевич” - Культурный центр Брус,电影院,布鲁斯文化中心“米卡·焦尔杰维奇”影院,,43.3833333,21.0303966,"43.3833333, 21.0303966","037",POINT(502462.1192082188 4803385.187020475)
"22676",Биоскоп „Стенли Кјубрик”,"""Stenli Kjubrik"" Cinema",Биоскопи,Лотика доо (биоскоп),/ /,Ужице,Ужице,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"31",800 686,,info@mecavnik.info,,,Мирослав Цвијовић,cinema,кинотеатры,Кинотеатр „Стенли Кьюбрик”,电影院,“斯腾利·科有布里克“影院,,43.795992,19.507437,"43.795992, 19.507437","031",POINT(379925.22797477106 4850297.074151639)
"25252",Биоскоп Аполо,Bioskop Apolo,Биоскопи,Дом омладине Панчево,Светог Саве 10,Панчево,Панчево,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13","311315",,info@domomladinepancevo.rs,www.domomladinepancevo.rs,Марија Јевђић,Марија Јевђић,cinema,кинотеатры,,电影院,,,44.87327,20.646669,"44.87327, 20.646669","013",POINT(472090.79141803755 4968933.176225965)
"22314",Биоскоп Вилин Град д.о.о,Vilin Grad Cinema LLC,Биоскопи,,Обреновићева 19,Ниш,Ниш,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",251 520,064 8279 722,vilingrad.nis@vilingrad.rs,www.vilingrad.rs,Жарко Денић,Жарко Денић,cinema,кинотеатры,Кинотеатр Вилин-Град ООО,电影院,维林城市公司影院,,43.3192811,21.8929113,"43.3192811, 21.8929113","018",POINT(572401.933139302 4796658.480954857)
"22617",Биоскоп Јадран - ЈУ „Културни центар”,"Jadran Cinema - PI ""Cultural centre""",Биоскопи,"ЈУ Културни центар ""Властимир Павловић Царевац"" Велико Градиште",Кнеза Лазара 28,Велико Градиште,Велико Градиште,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",661 179,066 8017 890,kulturnicentarvg@gmail.com,,,Мирко Бибић,cinema,кинотеатры,Кинотеатр Ядран - ГУ „Культурный центр”,电影院,"“文化中心""公共机构”雅德兰影院",,44.7654866,21.515691,"44.7654866, 21.515691","012",POINT(540809.8010933741 4957028.803593669)
"22616",Биоскоп Крајина - Дом културе „Стеван Мокрањац”,"Krajina Cinema - Cultural centre ""Stevan Mokranjac""",Биоскопи,Дом културе „Стеван Мокрањац” Неготин,Трг Ђорђа Станојевића 5,Неготин,Неготин,БОРСКИ ОКРУГ,Регион Јужне и Источне Србије,"19",542 094,,dkmalascena@gmail.com,,,Душанка Ботуњац,cinema,кинотеатры,Кинотеатр Крайина - Дом культуры  „Стеван Мокраняц”,电影院,“斯特万·莫克拉尼亚茨“文化之家克拉依那影院,,44.2280968,22.5278471,"44.2280968, 22.5278471","019",POINT(622023.9365340105 4898342.514413388)
"22602",Биоскоп Лесковачког културног центра,Cinema of the Leskovac Cultural Centre,Биоскопи,Лесковачки културни центар,Булевар ослобођења 101,Лесковац,Лесковац,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16",248 302,064 876 33 88,lkc@lkc.org.rs,www.lkc.org.rs,Сања Цонић,Драган Јовић,cinema,кинотеатры,Кинотеатр Лесковацкого культурного центра,电影院,莱斯科瓦茨文化中心影院,,42.9963448,21.9494724,"42.9963448, 21.9494724","016",POINT(577394.7714687486 4760846.228912124)
"22601",Биоскоп СЦ Чајетина,Bioskop SC Čajetina,Биоскопи,Спортски центар Чајетина,Краља Александар Карађорђевића 3,Чајетина,Чајетина,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"31","3832 014; 3832 256; 3831 160;",062 289 730,ksc.cajetina@gmail.com,,Никола Смиљанић,Горица Станић,cinema,кинотеатры,,电影院,,,43.752121,19.71915,"43.752121, 19.71915","031",POINT(396882.03149312374 4845139.20535741)
"25197",Велика сала и Мала сала за дигиталне пројекције у згради Југословенске кинотеке,Yugoslav Film Archives,Биоскопи,"ЈУГОСЛОВЕНСКА КИНОТЕКА, Установа културе од националног значаја",Узун Миркова 1,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","2622 555; 2622 434; 2622 587",063 1057 414,kinoteka@kinoteka.org.rs,www.kinoteka.org.rs,Југослав Пантелић,Марјан Вујовић,cinema,кинотеатры,Большой зал и малый зал для цифровых проекций в здании Югославской кинотеки,电影院,南斯拉夫电影馆数码项目大厅小厅,,44.8173526,20.4584576,"44.8173526, 20.4584576","011",POINT(457182.7845453501 4962803.541751813)
"22323",Лм биоскоп Шабац,LM Cinema,Биоскопи,,Косте Абрашевића 2,Шабац,Шабац,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15",344 141,063 8985 038,marica.lazarevic@gmail.com,,Лутво Мемић,Марица Лазаревић,cinema,кинотеатры,Лм кинотеатр Шабац,电影院,沙巴茨LM影院,,44.7554452,19.6918272,"44.7554452, 19.6918272","015",POINT(396458.22879132564 4956616.364428835)
"22632",Музеј Југословенске кинотеке - Биоскоп,Yugoslav Film Archives,Биоскопи,"ЈУГОСЛОВЕНСКА КИНОТЕКА, Установа културе од националног значаја",Косовска 11,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11",3248 250,063 1057 414,kinoteka@kinoteka.org.rs,www.kinoteka.org.rs,Југослав Пантелић,Марјан Вујовић,cinema,кинотеатры,Музей Югославской кинотеки - Кинотеатр,电影院,南斯拉夫电影博物馆影院,,44.8139826,20.4617958,"44.8139826, 20.4617958","011",POINT(457444.24184260913 4962427.436488946)
"22658",Отворени универзитет Суботица - Биоскоп Еуросинема,Open University Subotica,Биоскопи,Отворени универзитет Суботица доо,Трг цара Јована Ненада 15,Суботица,Суботица,СЕВЕРНО-БАЧКИ ОКРУГ,Регион Војводине,"24",554 600,,martina@openunsubotica.rs,http://www.openunsubotica.rs/kultura-bioskop.html,Илија Татић,Ивона Ивељић,cinema,кинотеатры,Открытый университет Суботица - Кинотеатр Еуросинема,电影院,苏博蒂察公开大学欧洲影院,,46.1019339,19.6627924,"46.1019339, 19.6627924","024",POINT(396647.5718349373 5106242.278753164)
"22316",Предузеће „АРТ” доо,"""Art"" company LLC",Биоскопи,,Петра Ћеловића 4,Ужице,Ужице,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"31",515 181,064 1614 005,arti@mts.rs,www.bioskopart.rs,Љубојевић Михаило,Милошевић Јасмина,cinema,кинотеатры,Предприятие „АРТ” ООО,电影院,“艺术”公司,,43.856261,19.841157,"43.856261, 19.841157","031",POINT(406866.519425044 4856560.870274595)
"22598",Рода Cinepleх,Roda Cineplex,Биоскопи,Предузеће Арт Виста доо,Пожешка 83а,БЕОГРАД - Чукарица,БЕОГРАД - Чукарица,ГРАД БЕОГРАД,Београдски регион,"11",3545 925,069 2309 012,office@artvista.rs,http://www.rodacineplex.com/,,Небојша Ћетковић,cinema,кинотеатры,Рода Синеплекс,电影院,罗达影院,,44.7740278,20.4123233,"44.7740278, 20.4123233","011",POINT(453500.37957254134 4958016.212757658)
