id,naziv_ustanove,naziv_ustanove_eng,tip_ustanove,maticna_ustanova,ulica_broj,mesto,opstina,okrug,region,poz_broj,tel,mobil_tel,e_mail,website,direktor,kontakt_lice,tip_ustanove_eng,tip_ustanove_rus,ime_ustanova_rus,tip_ustanova_kina,ime_ustanova_kina,delete,latitude,longitude,coordinate,pozivni_broj,geometry
"20297",Библиотека Мали Иђош – Kishegyesi Könyvtár,Public Library Mali Iđoš,Библиотеке,,Главна 30,Мали Иђош,Мали Иђош,СЕВЕРНО-БАЧКИ ОКРУГ,Регион Војводине,"24",730 055,,"biblioteka.mi@gmail.com, kishegyesikonyvtar@gmail.com",www.librarykh.org.rs,Јулијана Селеши-Вереш,,Library,библиотеки,Библиотека Мали-Иджош – Kishegyesi Könyvtár,图书馆,小伊焦什图书馆,,45.70653,19.66518,"45.70653, 19.66518","024",POINT(396096.94896762725 5062308.191223833)
"20312","Библиотека Матице Српске, Нови Сад",Matica Srpska Library,Библиотеке,,Матице српске 1,Нови Сад,Нови Сад,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","420 199; 420 198",,bms@bms.ns.ac.rs,www.bms.rs,Миро Вуксановић,Милена Мирић,Library,библиотеки,"Библиотека Матицы Сербской, Нови-Сад",图书馆,诺维萨德塞尔维亚中心出版社图书馆,,45.25936,19.8453,"45.25936, 19.84530","021",POINT(409403.54150381824 5012411.149752033)
"20311",Библиотека шабачка,Public Library  Šabac,Библиотеке,,Масарикова 18,Шабац,Шабац,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15",345 204,,biblioteka@sbb.rs,www.bibliotekasabac.org.rs,Соња Бокун-Ђинић,Јелена Подгорац,Library,библиотеки,Библиотека шабацкая,图书馆,沙巴池卡图书馆,,44.75562,19.69232,"44.75562, 19.69232","015",POINT(396497.5460206379 4956635.1546890205)
"20270","Градска библиотека - Városi Könyvtár, Суботица",City Library  Subotica,Библиотеке,,Цара Душана 2,Суботица,Суботица,СЕВЕРНО-БАЧКИ ОКРУГ,Регион Војводине,"24","553 115, 21 385; 555 115",,subiblioteka@gmail.com,www.subiblioteka.rs,Драган Роквић,Ирена  Богнар,Library,библиотеки,"Городская библиотека - Városi Könyvtár, Суботица",图书馆,苏博蒂察城市图书馆,,46.09947,19.66655,"46.09947, 19.66655","024",POINT(396933.4021530794 5105963.642337881)
"20239",Градска библиотека „Атанасије Стојковић” Рума,City Library of Ruma,Библиотеке,,Главна 131,Рума,Рума,СРЕМСКИ ОКРУГ,Регион Војводине,"22",495 047,,bibruma@open.telekom.rs,www.biblruma.rs,Жељко Стојановић,Жељко Стојановић,Library,библиотеки,"Городская библиотека “Атанасие Стойкович”, Рума",图书馆,鲁马“阿塔那西耶维奇·斯多伊科维奇“国家图书馆,,45.00817,19.82119,"45.00817, 19.82119","022",POINT(407104.9363151327 4984533.851812524)
"20199",Градска библиотека „Божидар Кнежевић” Уб,"Library ""Božidar Knežević"" Ub",Библиотеке,,Краља Петра 1. Ослободиоца 29,Уб,Уб,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14",411 663,,bibliotekaub@gmail.com,www.bibliotekaub.com,Јулијана Марјановић,Радојица Нешовић,Library,библиотеки,"Городская библиотека ""Божидар Кнежевич"", Уб",图书馆,乌布“波日达尔·科奈热维奇”城市图书馆,,44.45665,20.07413,"44.45665, 20.07413","014",POINT(426340.8344182852 4923010.826785439)
"20229",Градска библиотека „Владислав Петковић Дис” Чачак,"Public Library ""Vladislav Petković Dis"" Čačak",Библиотеке,,Господар Јованова 6,Чачак,Чачак,МОРАВИЧКИ ОКРУГ,Регион Шумадије и Западне Србије,"32","340 960; 223 608",,biblioteka@cacak-dis.rs,www.cacak-dis.rs,Даница Оташевић,,Library,библиотеки,"Городская библиотека ""Владислав Петкович Дис"", Чачак",图书馆,查查克“弗拉迪斯拉夫·佩特科维奇·迪斯”城市图书馆,,43.89265,20.34848,"43.89265, 20.34848","032",POINT(447670.82842769386 4860156.104499857)
"20331",Градска библиотека „Вук Караџић” Косовска Митровица,"City Library ""Vuk Karadžić"" Kosovska Mitrovica",Библиотеке,,Светога Саве бб,Косовска Митровица,Косовска Митровица,КОСОВСКО-МИТРОВАЧКИ ОКРУГ,Регион Косовo и Метохијa,"28",,,,,Оливера Стевић,,Library,библиотеки,"Городская библиотека ""Вук Караджич"", Косовска-Митровица",图书馆,科索沃米特洛维察“武克·卡拉季奇”城市图书馆,,42.894943,20.864544,"42.894943, 20.864544","028",POINT(488940.41235171387 4749157.4008103665)
"20234",Градска библиотека „Карло Бјелицки” Сомбор,Town Library `Karlo Bijelicki` Sombor,Библиотеке,,Трг цара Лазара  3,Сомбор,Сомбор,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25","431 011; 482 827",,"biblioso@eunet.rs; bibliomat@eunet.rs",www.biblioso.org.rs,Владимир Јерковић,Бијанка Матић,Library,библиотеки,"Городская библиотека ""Карло Бийелицки"", Сомбор",图书馆,松博尔“卡尔洛·比耶利茨基”城市图书馆,,45.77266,19.11284,"45.77266, 19.11284","025",POINT(353276.2098863484 5070520.764431215)
"20225",Градска библиотека Вршац,City Library of Vršac,Библиотеке,,Светосавски трг 2,Вршац,Вршац,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",832 955,,bibliotekavrsac@open.telekom.r,www.bibliotekavrsac.org.rs,Даринка Михајловић,Томислав Милићевић,Library,библиотеки,Городская библиотека Вршац,图书馆,弗尔沙茨城市图书馆,,45.11944,21.29838,"45.11944, 21.29838","013",POINT(523467.9972541465 4996262.109193844)
"20226",Градска библиотека Лајковац,City Library of Lajkovac,Библиотеке,,Трг Владике Николаја 6,Лајковац,Лајковац,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14",3431 035,,gbllajkovac@yahoo.com,www.gbl.org.rs,Снежана Бугарчић,Небојша З. Ђурић,Library,библиотеки,"Городская библиотека ""Лайковац""",图书馆,“卢伊科瓦茨”城市图书馆,,44.37042,20.16621,"44.37042, 20.16621","014",POINT(433568.87462340837 4913353.940304169)
"20235",Градска библиотека Панчево,City Library of Pančevo,Библиотеке,,Немањина 1,Панчево,Панчево,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",2513 755,,paknjiga@biblioteka-pancevo.org.rs,www.biblioteka-pancevo.org.rs,Дејан Боснић,Дејан Боснић,Library,библиотеки,Городская библиотека Панчево,图书馆,潘切沃城市图书馆,,44.87183,20.64559,"44.87183, 20.64559","013",POINT(472004.8643359831 4968773.585440283)
"20228",Градска библиотека Прибој,City Library of Priboj,Библиотеке,,Вука Караџића бб,Прибој,Прибој,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33",2452 975,,biblio.pb@open.telekom.rs,,Селма Кулоглија,Љиљана Петрић,Library,библиотеки,Городская библиотека Прибой,图书馆,普利波伊城市图书馆,,43.5622939,19.5367022,"43.5622939, 19.5367022","033",POINT(381821.6999194377 4824299.759186108)
"20209",Градска народна библиотека Зрењанин,"City Public Library ""Žarko Zrenjanin"" Zrenjanin",Библиотеке,,Трг слободе 2,Зрењанин,Зрењанин,СРЕДЊЕ-БАНАТСКИ ОКРУГ,Регион Војводине,"23","566 210; 562 625",,biblioteka@zrbiblio.org,www.zrbiblio.org,в.д. Милан Бјелогрлић,/,Library,библиотеки,Городская народная библиотека Зренянин,图书馆,兹雷尼亚宁城市图书馆,,45.38069,20.39141,"45.38069, 20.39141","023",POINT(452352.50399760494 5025421.773548046)
"20282","Јавна библиотека ""Сирмаи Карољ"", Темерин","Public Library ""Sirmai Karalj'' Temerin",Библиотеке,,Новосадска 387,Темерин,Темерин,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",843 366,,biblioteka-sirmai@parabolanet.,,Јоланка Варга,Јоланка Варга,Library,библиотеки,"Публичная библиотека ""Сирмаи Кароль"", Темерин",图书馆,泰梅林“西尔玛伊·卡洛利”公共图书馆,,45.408565,19.887856,"45.408565, 19.887856","021",POINT(412971.2926686148 5028939.954529731)
"20303","Културни центар општине Беочин - Матична библиотека ""Јован Грчић Миленко""","Library ""Jovan Grčić Milenko"" Beočin",Библиотеке,,Трг цара Лазара 1,Беочин,Беочин,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",870 230,,bibliotekabeocin@gmail.com,,в.д. Софија Мартиновић,/,Library,библиотеки,"Культурный центр муниципалитета Беочин - Главная библиотека ""Йован Грчич Миленко""",图书馆,贝尔钦城市文化中心-“约万·戈尔契奇·米兰科”主馆,,45.20752,19.72265,"45.20752, 19.72265","021",POINT(399689.4020833322 5006797.245652071)
"22337","Културни центар-Библиотека ""Гордана Тодоровић"", Сврљиг",Library - Cultural Center Svrljig,Библиотеке,"Центар за туризам, културу и спорт Сврљиг",Боре Прице 2,Сврљиг,Сврљиг,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",821 059,,kcsvrljig@yahoo.com,www.kcsvrljig.rs,Зоран Гавриловић,Зорица Бранковић Басарић,Library,библиотеки,"Культурный центр-Библиотека ""Гордана Тодорович"", Сврлиг",图书馆,斯弗尔利格“格尔达娜·托多洛维奇”文化中心图书馆,,43.41198,22.12407,"43.41198, 22.12407","018",POINT(591006.9218696279 4807179.680622044)
"22338","Културно образовни центар ""Турзо Лајош"", Сента","City Library - Cultural-Educational Center ""Turzo Lajoš"" Senta",Библиотеке,Културно-образовни центар „Турзо Лајош” Сента,Поштанска 18,Сента,Сента,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"33",811 266,,konyvtar@tlkk.org,www.tlkk.org,Рихард Хуђик,/,Library,библиотеки,"Културно-образовательный центр ""Турзо Лайош"", Сента",图书馆,森塔“图尔佐·拉约什”文化教育中心,,45.92942,20.08624,"45.92942, 20.08624","033",POINT(429155.63238857343 5086611.519459159)
"22332","Културно образовни центар ""Чока"" - библиотека",Library - Cultural-Educational Center Čoka,Библиотеке,Културно-образовни центар Чока,Потиска  6,Чока,Чока,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"230",72 156,,bibliotekacoka@gmail.com,www.coka.org.rs,Ласло Кормањош,,Library,библиотеки,"Культурно-образовательный центр ""Чока"" - библиотека",图书馆,“朝卡”文化教育中心图书馆,,45.93765,20.14047,"45.93765, 20.14047","0230",POINT(433369.9643215315 5087479.164057559)
"22333","Културно-образовни центар - Библиотека, Бољевац",Library-Cultural-Educational Center Boljevac,Библиотеке,Културно-образовни центар Бољевац,Кнеза Милоша 4,Бољевац,Бољевац,ЗАЈЕЧАРСКИ ОКРУГ,Регион Јужне и Источне Србије,"30","463 390; 463 737",,kultura@beotel.rs,,Емина Бранковић,Емина Бранковић,Library,библиотеки,"Культурно-образовательный центр - Библиотека, Болевац",图书馆,波列瓦茨文化教育中心图书馆,,43.82991,21.95868,"43.82991, 21.95868","030",POINT(577080.7067640886 4853428.202518525)
"20343","Културно-просветни центар ""Јован Шербановић"" - Библиотека, Жагубица",Public Library - Cultural-Educational Center Žagubica,Библиотеке,,Маршала Тита 25,Жагубица,Жагубица,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12","643 207; 643 835",,kpczagubica@gmail.com,www.kpczagubica.rs,Новица Обреновић,,Library,библиотеки,"Культурно-просветительский центр ""Йован Шербанович"" - Библиотека, Жагубица",图书馆,扎古比查“约万·舍尔巴诺维奇”文化教育中心图书馆,,44.197866,21.786588,"44.197866, 21.786588","012",POINT(562854.0914506563 4894150.552061975)
"20269",Матична библиотека „Вук Караџић” Пријепоље,"Main Library ""Vuk Karadžić"" Prijepolje",Библиотеке,,Санџачких бригада 2,Пријепоље,Пријепоље,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33",712 960,,info@biblioteka-prijepolje.com,www.biblioteka-prijepolje.com,Садија Хоџић,/,Library,библиотеки,"Главная библиотека ""Вук Караджич"", Приеполе",图书馆,普利耶珀列“武克·卡拉季奇”中心图书馆,,43.39119,19.64814,"43.39119, 19.64814","033",POINT(390513.13331372547 4805144.680711998)
"20255",Матична библиотека „Љубомир Ненадовић” Ваљево,"Main Library ""Ljubomir Nenadović"" Valjevo",Библиотеке,,Војводе Мишића 35,Ваљево,Ваљево,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14","291 121(директор) ,  291 120, 291-130, 291-131",,vabibli@ptt.rs,www.maticnabiblioteka-va.org.rs,Виолета Милошевић,/,Library,библиотеки,"Главная библиотека ""Любомир Ненадович"", Валево",图书馆,瓦列沃“柳波米尔·奈纳多维奇”中心图书馆,,44.271,19.88379,"44.27100, 19.88379","014",POINT(410917.04394539434 4902578.695669991)
"20296",Матична библиотека „Светозар Марковић” Зајечар,"Main Library ""Svetozar Marković"" Zaječar",Библиотеке,,Кумановска 2,Зајечар,Зајечар,ЗАЈЕЧАРСКИ ОКРУГ,Регион Јужне и Источне Србије,"19","442 111, 442 109 (директор)",,libris@tsbest.net,www.bibliotekazajecar.rs,в.д. Саша Јеленковић,,Library,библиотеки,"Главная библиотека ""Светозар Маркович"", Заечар",图书馆,扎耶查尔“斯维托扎尔·马尔科维奇”中心图书馆,,43.90123,22.27629,"43.90123, 22.27629","019",POINT(602495.3529436308 4861694.418182524)
"20243","Народна библиотека ""Влада Аксентијевић"", Обреновац","Library ""Vlada Aksentijević"" Obrenovac",Библиотеке,,Милоша Обреновића 182,БЕОГРАД - Обреновац,БЕОГРАД - Обреновац,ГРАД БЕОГРАД,Београдски регион,"11",8721 129,,bibliotekaobrenovac@yahoo.com,www.bibliotekaobrenovac.org,Ивана Јаношевић,,Library,библиотеки,"Народная библиотека ""Влада Аксентиевич"", Обреновац",图书馆,奥布莱诺瓦茨”弗拉达·阿克森提耶维奇“国家图书馆,,44.65534,20.20561,"44.65534, 20.20561","011",POINT(437015.6685432044 4944971.094331179)
"20325","Народна библиотека ""Лаза Костић"", Београд","Municipal Library ""Laza Kostić"" Beograd",Библиотеке,,Тургењева 5,БЕОГРАД - Чукарица,БЕОГРАД - Чукарица,ГРАД БЕОГРАД,Београдски регион,"11",3555 123,,"nblk@sezampro.rs; biblioteka.cukarica@gmail.com",www.bgb.rs,Владан Николић,,Library,библиотеки,"Народная библиотека ""Лаза Костич"", Белград",图书馆,贝尔格莱德“拉扎·科斯蒂奇”国家图书馆,,44.78361,20.41722,"44.78361, 20.41722","011",POINT(453895.45487038215 4959077.845448014)
"20271","Народна библиотека ""Миодраг Борисављевић"", Апатин",Public Library Apatin,Библиотеке,,Петефи Шандора 4,Апатин,Апатин,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25","778 835 ; 773 913",,bibliotekaapatin@gmail.com,,Бранка Вејин,Бојана Ловрић,Library,библиотеки,"Народная библиотека ""Миодраг Борисавлевич"", Апатин",图书馆,阿帕丁“米尔德拉格·波利萨夫列维奇”国家图书馆,,45.67375,18.9791,"45.67375, 18.97910","025",POINT(342600.61509083654 5059786.09208592)
"20223","Народна библиотека ""Сестре Стојановић"", Црна Трава","Municipal Library ""Sestre Stojanović"" Crna Trava",Библиотеке,,Трг Милентија Поповића бб,Црна Трава,Црна Трава,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16",811 312,,ops.biblioteka@ptt.rs,,в.д. Василије Ђорђевић,/,Library,библиотеки,"Народная библиотека ""Сестры Стоянович"", Црня-Трава",图书馆,策尔纳特拉瓦“塞斯特莱·斯托扬诺维奇“国家图书馆,,42.809914,22.298785,"42.809914, 22.298785","016",POINT(606188.2814941043 4740524.382988918)
"20276","Народна библиотека “Бранко Миљковић”, Гаџин Хан","Public Library ""Branko Miljković"" Gadžin Han",Библиотеке,,Милоша Обилића бб,Гаџин хан,Гаџин хан,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",860 909,,biblioteka@gadzinhan.rs,www.biblioteke.org.rs/gadzin_han/indeх.htm,Миле Стаменковић,/,Library,библиотеки,"Народная библиотека “Бранко Милькович”, Гаджин-Хан",图书馆,加金汗“布兰科·米利科维奇”国家图书馆,,43.22454,22.031784,"43.22454, 22.031784","018",POINT(583792.4177411724 4786266.805670202)
"22335",Народна библиотека „14. новембар” Бујановац,"Public Library ""14. novembar"" Bujanovac",Библиотеке,Јавна установа за образовање и културу „Вук Караџић” Бујановац,Карађорђев трг бб,Бујановац,Бујановац,ПЧИЊСКИ ОКРУГ,Регион Јужне и Источне Србије,"17",652 661,,galipbeqiri@hotmail.com,,в.д. Лидија Трајковић,,Library,библиотеки,"Народная библиотека ""14-е ноября"", Буяновац",图书馆,布雅诺瓦茨“十一月十四日”国家图书馆,,42.4603242,21.765397,"42.4603242, 21.765397","017",POINT(562929.6253810318 4701171.315366228)
"20221",Народна библиотека „Антоније Поповић” Трговиште,"Public Library ""Antonije Popović"" Trgovište",Библиотеке,,Краља Петра I Ослободиоца 1,Трговиште,Трговиште,ПЧИЊСКИ ОКРУГ,Регион Јужне и Источне Србије,"17",452 336,,nbapopovic@gmail.com,,в.д. Слађан Станојев,/,Library,библиотеки,"Народная библиотека ""Антоние Попович"", Трговиште",图书馆,特尔格维什泰“按托尼耶·波波维奇”国家图书馆,,42.36207,22.08545,"42.36207, 22.08545","017",POINT(589383.4914927615 4690548.24892944)
"20280",Народна библиотека „Бора Станковић” Врање,"Public Library ""Bora Stanković"" Vranje",Библиотеке,,Лоле Рибара бб,Врање,Врање,ПЧИЊСКИ ОКРУГ,Регион Јужне и Источне Србије,"17",415 611(директор),,bibliotekavranje@open.telekom.,www.bibliotekavranje.rs,Сузана Поповић Ирић,,Library,библиотеки,"Народная библиотека ""Бора Станкович"", Вране",图书馆,弗拉涅“波拉·斯坦科维奇”国家图书馆,,42.5521,21.89822,"42.55210, 21.89822","017",POINT(573742.2252607616 4711469.127535781)
"20224",Народна библиотека „Бранислав Нушић” Нови Кнежевац,"Library ""Branislav Nušić"" Novi Kneževac",Библиотеке,,Цара Душана 8,Нови Кнежевац,Нови Кнежевац,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"230","83 597; 82 881",,bibliotekank@eunet.rs,,Душанка Томић,,Library,библиотеки,"Народная библиотека ""Бранислав Нушич"", Нови-Кнежевац",图书馆,新克尼热瓦茨“布兰尼斯拉夫·努西奇”国家图书馆,,46.04684,20.08987,"46.04684, 20.08987","0230",POINT(429586.12217255676 5099654.386536506)
"20257",Народна библиотека „Бранко Радичевић” Оџаци,"Public Library ""Branko Radičević"" Odžaci",Библиотеке,,Железничка 30,Оџаци,Оџаци,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25","5743 179; 5742 425",,"libro@eunet.rs; vstajcic@gmail.com, bilja@odzacisky.net; mjodzaci@gmail.com",www.bibliotekaodzaci.org,Златковић Биљана,Златковић Биљана,Library,библиотеки,"Народная библиотека ""Бранко Радичевич"", Оджаци",图书馆,奥扎奇“布兰科·拉蒂切维奇”国家图书馆,,45.50825,19.26044,"45.50825, 19.26044","025",POINT(364113.9316939567 5040884.798263206)
"20203",Народна библиотека „Вељко Дугошевић” Голубац,"Public Library ""Veljko Dugošević"" Golubac",Библиотеке,,Цара Лазара 1,Голубац,Голубац,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",678 136,,biblioteka.golubac@gmail.com,,в.д. Јелена Петровић,,Library,библиотеки,"Народная библиотека ""Велько Дугошевич"", Голубац",图书馆,格鲁巴茨“韦利科·杜戈舍维奇”国家图书馆,,44.65341,21.62889,"44.65341, 21.62889","012",POINT(549864.0763026469 4944642.153594658)
"20264",Народна библиотека „Вељко Петровић” Бачка Паланка,"Public Library ""Veljko Petrović"" Bačka Palanka",Библиотеке,,Трг Братства и јединства 30,Бачка Паланка,Бачка Паланка,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","6040 292, 6049-904",,"obradno@hallsys.net; bibliotek",www.bibliotekabackapalanka.com,Ковиљка Добрић,,Library,библиотеки,"Народная библиотека ""Велько Петрович"", Бачка-Паланка",图书馆,巴池帕兰卡“维利科·彼得洛维奇”国家图书馆,,45.24959,19.38204,"45.24959, 19.38204","021",POINT(373034.9733561278 5011950.5793197155)
"20290",Народна библиотека „Вук Караџић” Алексинац,"Library ""Vuk Karadžić"" Aleksinac",Библиотеке,,Књаза Милоша 161,Алексинац,Алексинац,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18","800 816; 800 817",,al1book@open.telekom.rs,www.albib.rs,в.д. Синиша Голубовић,Синиша Голубовић,Library,библиотеки,"Народная библиотека ""Вук Караджич"", Алексинац",图书馆,阿莱克西纳茨“武克·卡拉季奇”国家图书馆,,43.54133,21.70851,"43.54133, 21.70851","018",POINT(557240.005882102 4821175.233884885)
"20200",Народна библиотека „Вук Караџић” Баточина,"Public Library ""Vuk Karadžić"" Batočina",Библиотеке,,Његошева 7,Баточина,Баточина,ШУМАДИЈСКИ ОКРУГ,Регион Шумадије и Западне Србије,"34",6841 009,,nbbatocina@open.telekom.rs,/,в.д. Милијана Јовановић,Слађан Крстић,Library,библиотеки,"Народная библиотека ""Вук Караджич"", Баточина",图书馆,巴托契纳“武克·卡拉季奇”国家图书馆,,0,0,"0, 0","034",POINT(-1891310.5397143243 0)
"20327",Народна библиотека „Вук Караџић” Бач,"Public Library ""Vuk Karadžić"" Bač",Библиотеке,,Трг др Зорана Ђинђића 4,Бач,Бач,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","770 777; 770 063","0648511903",bibliotekabac@gmail.com,,Мирослава Паравина,Владимир Босанчић,Library,библиотеки,"Народная библиотека ""Вук Караджич"", Бач",图书馆,巴池“武克·卡拉季奇”国家图书馆,,45.39267,19.22978,"45.39267, 19.22978","021",POINT(361436.12219517224 5028096.740759771)
"20329",Народна библиотека „Вук Караџић” Бела Паланка,"Public Library ""Vuk Karadžić"" - Local Heritage Bel",Библиотеке,,Крсте Јоцића 4,Бела Паланка,Бела Паланка,ПИРОТСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",855 005,,vukbiblioteka@gmail.com,,Милан Спасић,Милан Спасић,Library,библиотеки,"Народная библиотека ""Вук Караджич"", Бела-Паланка",图书馆,贝拉帕兰卡“武克卡拉季奇”国家图书馆,,43.21791,22.31025,"43.21791, 22.31025","018",POINT(606418.7332157562 4785847.10375914)
"20272",Народна библиотека „Вук Караџић” Бојник,"Public Library ""Vuk Karadžić"" Bojnik",Библиотеке,,Трг слободе 22,Бојник,Бојник,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16",821 138,,biblbojnik@open.telekom.rs,,Драган Ђорић,,Library,библиотеки,"Народная библиотека ""Вук Караджич"", Бойник",图书馆,波伊尼克“武克·卡拉季奇”国家图书馆,,43.01244,21.72226,"43.01244, 21.72226","016",POINT(558858.4550483552 4762449.31165934)
"20220",Народна библиотека „Вук Караџић” Велико Градиште,"Public Library ""Vuk Karadžić"" Veliko Gradište",Библиотеке,,Кнеза Лазара 6,Велико Градиште,Велико Градиште,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",662 208,063 207 850,bibliotekavg@open.telekom.rs,www.bibliotekavg.com,Милена Родић,Милена Родић,Library,библиотеки,"Народная библиотека ""Вук Караджич"", Велико-Градиште",图书馆,大格拉迪什泰“武克·卡拉季奇”国家图书馆,,44.76646,21.51854,"44.76646, 21.51854","012",POINT(541034.5708998936 4957138.364583513)
"20238",Народна библиотека „Вук Караџић” Крагујевац,"Public Library ""Vuk Karadžić"" Kragujevac",Библиотеке,,Др Зорана Ђинђића 10,Крагујевац,Крагујевац,ШУМАДИЈСКИ ОКРУГ,Регион Шумадије и Западне Србије,"34","300 026, 300 161(директор)",,nbkragujevac@gmail.com,www.nbkg.rs,Мирко Демић,Нинослава Милановић,Library,библиотеки,"Народная библиотека ""Вук Караджич"", Крагуевац",图书馆,克拉古耶瓦茨“武克·卡拉季奇”,,44.01222,20.91991,"44.01222, 20.91991","034",POINT(493580.1734627402 4873233.208275894)
"20245",Народна библиотека „Данило Киш” Врбас,"Public Library ""Danilo Kiš"" Vrbas",Библиотеке,,Маршала Тита 83a,Врбас,Врбас,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",705 638,,biblvrbas@open.telekom.rs,www.vrbasbiblioteka.org.rs,в.д. Милијана Радовановић,/,Library,библиотеки,"Народная библиотека ""Данило Киш"", Врбас",图书馆,弗尔巴茨“达尼洛·基什”国家图书馆,,45.57273,19.6393,"45.57273, 19.63930","021",POINT(393829.99980712903 5047477.047294221)
"20266",Народна библиотека „Десанка Максимовић” Власотинце,"Public Library"" Desanka Maksimović"" Vlasotince",Библиотеке,,Лоле Рибара 2,Власотинце,Власотинце,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16",875 512,,biblioteka@vlasotince.org.rs,bibliotekavlasotince.org.rs,в.д. Миљана Ишљамовић,,Library,библиотеки,"Народная библиотека ""Десанка Максимович"", Власотинце",图书馆,弗拉索廷策“德桑卡·马科西莫维奇”国家图书馆,,42.96478,22.1286,"42.96478, 22.12860","016",POINT(592043.2829896857 4757521.569240504)
"20208",Народна библиотека Житорађа,Public Library Žitoradja,Библиотеке,,Топлички хероји 53a,Житорађа,Житорађа,ТОПЛИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"27",8362 074,062 8824 167,nbzito@open.telekom.rs,,в.д. Драгана Митић,Дејан Стојковић,Library,библиотеки,Народная библиотека Житораджа,图书馆,日托拉加国家图书馆,,43.18926,21.71099,"43.18926, 21.71099","027",POINT(557773.5347073795 4782077.4858329585)
"20206",Народна библиотека „Детко Петров” Димитровград,"Public Library ""Detko Petrov""Dimitrovgrad",Библиотеке,,Сутјеска 14,Димитровград,Димитровград,ПИРОТСКИ ОКРУГ,Регион Јужне и Источне Србије,"10","360 042; 360 035",066 5360 042,"bibliodimitrovgrad@beotel.net; nbdetkopetrov@open.telekom.rs",,в.д.Јасминка Манчев,Весна Николов,Library,библиотеки,"Народная библиотека ""Детко Петров"", Димитровград",图书馆,迪米特洛夫格莱德“德特科·彼得罗夫”国家图书馆,,43.01827,22.77667,"43.01827, 22.77667","010",POINT(644772.1743364867 4764375.245237984)
"20277",Народна библиотека „Доситеј Новаковић”  Неготин,Public Library Negotin,Библиотеке,,ЈНА 2,Неготин,Неготин,БОРСКИ ОКРУГ,Регион Јужне и Источне Србије,"19","542 380; 546 665",,bibnegotin@open.telekom.rs,www.bibliotekanegotin.org.rs,Сузана Сиротовић,/,Library,библиотеки,"Народная библиотека ""Досифей Новакович"", Неготин",图书馆,内戈廷“多西泰伊·诺瓦克维奇”国家图书馆,,44.22931,22.53126,"44.22931, 22.53126","019",POINT(622294.0024139322 4898482.3454758115)
"20218",Народна библиотека „Доситеј Обрадовић” Нови Пазар,"Public Library ""Dositej Obradović"" Novi Pazar",Библиотеке,,Градски парк бб,Нови Пазар,Нови Пазар,РАШКИ ОКРУГ,Регион Шумадије и Западне Србије,"20",331 011,,biblgrad@open.telekom.rs,www.biblioteka-np.org.rs,в.д. Елијас Реброња,/,Library,библиотеки,"Народная библиотека ""Досифей Обрадович"", Нови-Пазар",图书馆,新帕扎尔“多西泰伊·奥布拉多维奇”国家图书馆,,43.1394709,20.5155273,"43.1394709, 20.5155273","020",POINT(460600.8303874177 4776416.89165741)
