id,ime_nkd,broj_u_centralnom_registru,kategorija,y,x,kratak_opis,geometry
"875",Зграда на Тргу Павла Стојковића бр. 6 у Нишу,СК 2084,Непокретно културно добро,43.317302,21.892124,"Саграђена је пре 1900. године као власништво апотекара  Драгутина К. Величковића. Зграда има једноставну правоугаону основу унутар грађевинског блока - вешто је уклопљена у целину низа којем припада. Карактеришу је плитка фасадна декорација, наглашен подкровни венац и пространи дрвени излози од пуне, лепо профилисне чамове грађе.",POINT(572340.4424290654 4796438.009077098)
"87",Зграда у Ул. Љубе Нешића 38,СК 997,Непокретно културно добро,43.901395,22.280253,"Подигнута је као породична кућа тридесетих година 20. века, данас се у њој налази радио Зајечар. Састоји се из приземља и спрата са просторијама које се групишу око средишњих холова. Фасада је делом обрађена у вештачком камену, а делом у племенитом малтеру, у црвенкасто окер нијанси. У средишту фасадног тракта у нивоу спрата је балкон са оградом од балустера, а на угловима удвојени јонски пилистри. Конзоле које прихватају балкон обрађене су у виду волута. Целокупна декорација фасаде дата је у малтеру који одговара аехитектури првих деценија хх века, непосредно пред појаву првих облика модерне архитектуре. ",POINT(602813.3287368062 4861717.66858962)
"876",Кнез Милетина воденица,СК 1122,Непокретно културно добро,43.71645,21.354233,,POINT(528535.2293886058 4840441.312780638)
"97",Зграда Учитељске школе- зграда Суда,СК 848,Непокретно културно добро,43.542557,21.708651,"Зграда старе учитељске школе у Алексинцу својим габаритом непосредно захвата простор између улице Др. Тихомира Ђорђевића, Аце Милојевића и Буцакове на катастарској парцели бр. 1247/1. Саграђена је последњих година 19. века, године 1896. за потребе школства по пројекту Душана Живковића и Драгутина Ђорђевића. Како је те године Учитељска школа из Ниша премештена у Алексинац, алексинака општина уступа ову школску зграду Учитељској школи. Један од професора био је Др. Тихомир Ђорђевић. Зграда има приземље и спрат са централним степеништем и симетричким рапоредом учионичких просторија. Унутрашњи распоред просторија у односу на првобитно решење према пројектном задатку за изградњу саме зграде као школе, остао је до данас неизмењен. Симетричност композиције, одражава се и у односу на спољни изглед грађевине, посматран са главном фасадом из улице Аце Милојевића, тако што поред ритмички уједначеног броја и распореда прозорских отвора у оба стажа дуж вног фасадног тракта и сами бочни ризолити својим положајем и изгледом доприносе оваквом утиску. Зграда припада стилу еклектичког ренесанса.",POINT(557250.2360759582 4821311.600708492)
"99","Некропола ""Бељњача""",АН 139,Непокретно културно добро,45.127623,19.237964,"Археолошко налазиште - некропола ""Бељњача"" налази се на узвишењу око 2,5-3 метра у односу на околни терен. Пре Другог светског рата део овог терена је коришћен као позајмиште за циглану и том приликом су откривена два саркофага и констатовани су површински налази античких опека и грађевинског материјала, као и велика количина фрагмената фреска, што је утврђено приликом ископавања и истраживања у мају месецу 1998. године. Случајни налаз у новембру 1997. године велике количине фрагмената фресака и римског саркофага, који је богато декорисан и начињен од једног комада камена, спољних димензија 2,17x1,39 x 0,87  метара, постављен на постамент од четири камене плоче димензија  2,70 x   1,75 x   0,27 метара, указује да је на овом месту постојала некропола  са сакралним објектима (капела) из периода   III - IV  века н.е.",POINT(361433.3189332025 4998638.075817845)
"1255",Зграда у ул. Обилићев венац бр. 20 у Нишу,СК 2086,Непокретно културно добро,43.316459,21.891842,"Кућа под бројем 20. грађена је као кафана, и по власнику Милораду С. Лазићу  добила је име „ Пивница Лазић“. Настала је после 1892. године. Подигнута у стилу западноевропске архитектуре, зграда је једноспратна са бочним двокрилним улазом за спрат, а у приземљу се налазе локали. На објекту се истиче балкон са оградом од кованог гвожђа и лепо профилисана столарија. ",POINT(572318.5753334746 4796344.145225235)
"100",Споменик палим борцима и жртвама фашистичког терора  у  Чортановцима,ЗМ 57,Непокретно културно добро,45.154655,20.019144,"Споменик  палим борцима и жртвама  фашистичког терора подигнут је  на слободном простору на улазу у Чортановце.  Споменик је постављен на полукружној тераси која је израђена од полуобрађеног камена. На средини терасе, на високом двоструком постољу, постављена је бронзана фигура која приказује  раскопчаног борца у сељачком  оделу  са стиснутим песницама. На источној и западној страни постоља уграђене су беле мермерне плоче на   којима су уклесана  имена 52  пала борца и 44 жртве фашистичког терора.           После окупације Југославије од стране Немаца, у селу је успостављена усташка власт која је одмах почела   терор против српског  живља у селу.           Током зиме 1941-1942. године сарадници Покрета у селу раде на припреми и организовању народа  за отпор.           Почетком 1942. године  почела су масовна прикупљања хране и материјала и одлазак првих бораца у  Подунавски партизански  одред.    Током  целог  НОР-а односно окупације села од стране Немаца и усташа у селу се развија  и јача НОП.  Од значајнијих датума из рата који су обележени  у селу односно његовој  ближој  околини је прослава 1. маја  1942. године, када је први  пут прослављен овај празник рада, који се слави све до краја рата.  У априлу 1942. године одржана је Светска конференција КПЈ  у кући Ђорђа Шороње. Маја 1942. године  у чортановачкој  шуми положила је заклетву једна партизанска десетина из Чортановаца.  После  ""Велике офанзиве"" (Операција Бровски) која је извршена на партизанске снаге на  Фрушкој гори крајем августа и првој половини септембра 1942. године, Покрет и даље јача тако да у току 1943. године у НОВ-у одлазе многи људи, шаље се несебично помоћ  борцима, болницама и другим, помажу се сиромашне породице и сл. Током 1944. године Чортановци  су слободна  територија и тако су остали све до ослобођења.  ",POINT(422901.8089516313 5000598.764683924)
"101",Грађанска кућа,СК 851,Непокретно културно добро,43.540722,21.71114,"Зграда ује локацију у оквиру ширег центра градског урбаног језгра. Саграђена је 1903. године, као зграда за становање раскошног облика и димензија у власништву трговца Илије Хаџи Илића. Са својом уличном фасадом излази на улице Момчила Поповића и Таушановићеву, из чега произилази да је сама зграда у основи решена под углом, захваћена овим двема улицама. Зграда је озидана масивно са издигнутим соклом од камених блокова правилног облика и приземљем над њом. Згдпотпун сетрична с ветикално засеченоуггном фсадом у коју се раније улазило из дворишта. Данас се групишу око средишњег предсобља. У спољној архитектури опажа се једна монументална раскош, што репрезентује имућност и углед њених власника, оствареној под утицајем архитектуре оваквих зграда по Београду, а под утицајем богатог еклестичког ренесанса, што је несумњиво један од ређих појава уопшт у унутрашњости.  ",POINT(557453.0596054328 4821109.5232762415)
"102",Грађанска кућа у Ул. Момчила Поповића 13,СК 852,Непокретно културно добро,43.540651,21.710591,"Поседује локацију у склопу ширег градског језгра. Саграђена је године 1911. као породична зграда за становање. Зграда заједно са својом окућницом (двориште са помоћним објектима) рађена је у склопу уличног низа, тако да се својом главном уличном фасадом ослоња непосредно на регулациону линију улице. Састоји се из подрума и приземља. У спољној архитектури присутна је обрада фасаде заједно са фасадном пластиком, сачуваном у потпуности и у довољној мери одржаваној. У спољашњој обради у односу на фасадну пластику и декорацију присутни су елементи са обележјима неоренесансе уз извесно нагињање ка сецесији. То је објекат грађевинске архитектуре са потпуно очуваним елементима специфичне декорације, која говори у прилог архитектонским утицајима на ову средину с почетка 20. века. ",POINT(557408.7731003986 4821101.25896492)
"103",Царинарница,СК 58,Непокретно културно добро,44.846516,20.414176,"На месту старије зграде из времена оснивања Тридесетничарско-соларског уреда, подигнута је 1781. године зграда Царинарнице. Зидана опеком у кречном малтеру са међуспратним сводним конструкцијама у подруму и приземљу и архитравним на спрату. Двотрактних је основа са ходником према дворишту. Компонована је строго симетрично, а обликована је у стилу класицизма са карактеристичним троугластим забатом на средини главне фасаде. Конструкциони сводови приземља су барокни. Царинарница је била једно од највећих здања Старог језгра Земуна, уз које су били саграђени и магацини Соларе. Зграда представља један од најзначајнијих објеката привредног и урбаног развоја Земуна. Документује историјски положај града на граници двају царстава.",POINT(453704.99912925507 4966067.410444135)
"104",Црква Св. Тројице у Земуну,СК 29,Непокретно културно добро,44.850143,20.396039,"Црква је подигнута 1839-1842. године по плановима Јозефа Фелбера. Правоугаоне је основе са једном апсидом и двоспратним звоником. Западно прочеље карактеришу класицистички обрађени тимпанон и две симетричне волуте са обе стране звоника. Хоризонтална подела фасада извршена је профилисаним венцима који у горњем делу звоника добијају барокну линију. Посебну вредност представљала је класицистичка гвоздена ограда око црквене порте. Иконостас су радили ликорезац Гаврило Нинковић  и земунски сликар Живко Петровић,  који је радио и зидне слике. Иконостас је израђен у дрворезу са позлатом. Обликован је у духу барока са елементима класицизма.",POINT(452274.709575758 4966480.808583526)
"109",Кућа у Ул. М. Тита  7,СК 35,Непокретно културно добро,44.84295,20.412405,"Кућа пословно-стамбене намене, подигнута на прелазу 18. у 19. век, једна је од најстаријих сачуваних кућа главне трговачке улице Земуна. Има подрум, приземље и спрат. Обликована је у духу барока с елементима класицизма. Фасаде су јој симетрично компоноване са уједначеним ритмом прозора између лезена. Просторна композиција зграде одликује се једноставношћу и карактеристичним стрмим кровом. Зидана је опеком у блату. Конструкције су јој делом сводне, делом архитравне. Двотрактног је типа. Приземље је намењено трговини, а спрат становању. Припадала је чувеној породици Стефановић-Виловски. У њој је крајем прошлог века била смештена штампарија Јове Карамате, у којој су се штампала значајна књижевна дела националне културе. Једно време је ту био хотел ""Европа"". Осим архитектонских одлика, које је стављају у ред најзначајнијих примерака грађанске архитектуре, зграда има амбијенталне и урбанистичке вредности, као угаони објекат који фиксира део регулације уличне мреже из 18. века.",POINT(453562.18013370794 4965672.294406312)
"124","Археолошки локалитет ""Кудош""",АН 137,Непокретно културно добро,44.971796,19.756502,"АРХЕОЛОШКО ЛОКАЛИТЕТ „КУДОШ“  На предлог др. Олге Брукнер, археолога Покраинског завода за заштиту споменика културе Нови Сад, да се утврди споменичко својство Римског имања латифундијум на локалитету „Кудош“ у атару села Шашинци,  стручна служба Завода спровела је испитни поступак и у том поступку прибавили од Завода за катастар и геодетске послове Сремска Митровица, копију плана са катастарским парцелама, од Општинског суда, Земљишно књижно одељење Сремска Митровица, изводе из земљишних књига на основу којих је утврђено да парцеле наведене у диспозитиву налазе у приватном власништву, те је у смислу члана 7 Закона о општем управном поступку поведен поступак саслушања странака.  На основу тако спроведеног поступка утврђено је следеће чињенично стање.  Подлога за предлагање да се наведени локалитет у диспозитиву овог решења прогласи за споменик културе налази се управо у чињеници да се ради о врло значајном објекту за проучавање друштвено – економских односа, врста производних грана делокруга интереса и степена знања становника овог дела Паноније о градитељству, трговачком промету, пољопривреди и другим занатима у III и IV веку.  На локалитету „Кудош“ код  Шашинаца, на слободном простору обрадивог земљишта, налази се веће римско имање латифундум, подигнуто на месту некадашње сеоске агломерације романизираних домородаца у III веку са континуитетом живота и у  току IV века.  Археолошки предмети који су откривени на овом локалитету пољопривредним радовима, прикупљени су од почетка ХХ века и данас се налазе у Археолошком музеју у Загребу и Музеју Срема у СРемској Митровици. На основу резултата истраживања од 1979. године до 1984. године утврђено је да се на површини од 7 ха налази архитектонско – урбанистички комплекс са неколико грађевина. Делимично је испитана базиликална грађевина са апсидом, вероватно житница (horea), кула осматрачница (specula) и део зида веће грађевине за коју се претпоставља да је централна грађевина која је служила за становање власника имања.  Вила рустика код Шашинаца по облику и карактеру до сада откривених грађевина припада типу већих имања-латифундија које су као самосталне економске јединице имале вишеструку намену. Подигнута је у близини магистралног пута Sirmium – Singidunum, Снабдевала је пољопривредним и другим производима Сирмијум и регионално становништво шире градске територије, као и војне логоре на дунавском лимесу.  Са изложеног, а имајући у виду чињеницу да вила рустика има све елементе који је уврставају у категорију „споменика културе“ решено је као у диспозитиву овог решења.  ",POINT(401945.24652235565 4980569.385425886)
"118",Градска вила у Ул. Косовској 28,СК 855,Непокретно културно добро,43.542386,21.704697,"Својом широм локацијом заузима део простора надомак периферијској зони, катастарска парцела, бр 895, а саграђена је као виноградарска кућа попут виле заједно са окућницом године 1924. у власништву породице Савић. Пројектант је Милорад Дивац. Зграда се састоји из  габарита правоугаоне основе и саграђена је као приземна, тако да из масе израњају плитки калкански ризалити са стране, како на северној тако и на јужној фасади. Просторије унутар зграде групишу се око средишњег предсобља. У спољној архитектури, са благом игром маса и кровова, условљеном једном потпуно симетричном димензијом, остварен је веома пријатан ссценски ефекат, коме доприноси и сам прилаз објекту са предбаштом. Зграда посматрана у целини заједно са својом окућницом и ширим екстеријером, представља једно од ретких материјалних сведочанстава оваквог начина становања у природи, надомак периферије рада.",POINT(556930.9618468308 4821289.89529489)
"120",Црква Св. Николе,СК 771,Непокретно културно добро,43.215973,22.797626," Испред села Дојкинци, с десне стране пута налази се црква посвеђена Св. Ђорђу. Лоцирана је на мањем узвишењу. У југозападном делу порте налази се приземни конак, а лево од улаза звоник. Изван црквеног комплекса, је сеоско гробље. Црква је једнобродна грађевина са плитком полукружном олтарском апсидом на истоку. Дуж западне фасаде касније је дозидан затворен трем. Наос и апсида зидани су ломљеним и притесаним каменом. За обликовање допрозорника употребљивана је сига. Кров је двосливан, покривен већим каменим плочама.  На унутрашњој страни западног зида наоса, изнад улазних врата, налази се запис који садржи податке о обнови зидне декорације и иконостаса на иконостасу, изведене 1897. године од живописца Аврама Јанкова Дебралије. На појединим местима, где је услед влаге отпао новији сликани слој, налази се старија фреско декорација коју карактеришу успелија уметничка остварења настала током 18. века. Интегралну вредност Дојкиначке цркве употпуњује и иконостасна преграда са рановизантијским флоралним мотивима изведеним у дуборезу. ",POINT(646008.836795592 4786367.356290437)
"122",Локалитет Велика и Мала Баланица у Сићеву,АН 165,Непокретно културно добро,43.33685,22.08525,"Археолошко налазиште се налази у Сићевачкој клисури, на јужној падини потеса Брљаски камен, изнад десне обале Нишаве, а недалеко од породичне куће Момчила Тошића, домаћина из Сићева. Пећине су констатоване приликом рекогносцирања на траси пута Ниш-Димитровград, 2002. године, а истраживања се врше од 2004. године.    Велика Баланица је дужине око 20,00 m, ширине око 8,00 m и просечне висине око 1,00 m. Констатовано је и неколико затрпаних пролаза који вероватно воде у нове одаје. Улазни део је димензија око 9,00 x 2,00 x 2,00 m, а сам улаз око 1,50 x 2,00 x 2,00 m и окренут је ка југу. На самом улазу, али и на више места унутар пећине, констатовани су деструктивни трагови неовлашћеног копања.    Улаз у пећину Мала Баланица налази се недалеко од пећине Велика Баланица и са њом чини јединствен пећински систем. Пећинска одаја Мале Баланице дужине је око 12,00 m, ширине око 6,00 m и просечне висине око 1,00 m. Улаз је такође окренут ка југу и ширине је око 2,00 m и висине око 1,50 m. И у овој одаји су констатовани трагови неовлашћеног ископавања, који су знатно оштетили културне слојеве. Констатовано је више хоризоната насељавања, али и чињеница да су налази из Велике истовремени са налазима из Мале Баланице.  Пећине Велика и Мала Баланица представљају најбогатије и, за сада, једино вишеслојно средњепалеолитско налазиште у источној и јужној Србији. Садрже бројне артефакте који припадају мустеријенској индустрији, животињске кости и остатке ватришта из горњег плеистоцена.  ",POINT(587972.5050159743 4798794.336926674)
"1295","Зграда Гимназије ""Јован Јанићијевић""",СК 553,Непокретно културно добро,44.664395,20.928467,,POINT(494329.2903664524 4945672.5270411875)
"129",Две куће у Ул. Карађорђевој 15,СК 774,Непокретно културно добро,43.565273,22.250998,"Налазе се у склопу централног градског језгра у Ул. Карађорђевој, Бр. 15. То је уствари зграда на једном имању подигнута као двојна породична зграда у власништву породице Сибиновић. Састоји се из два дела истоветног склопа у односу како на спољни изглед, тако и на унутрашњи распоред, а на растојању сваког од њих на око 4,5 метара тако да и изглед овог растојања као везни елемент формиран је озидан лук са улазном капијом, који се завршава венцем са атиком, те се тако оба дела зграде спајају у јединствену архитектонску целину. По дубини дворишта тридесетих година дограђен је тракт уз западни део зграде. Фасадна пластика нарочито на делу главне уличне фасаде одликује се богатством са рељефним декорацијама флоралног карактера, уз истицање још и рудничких симбола. Архитектонско решење у целини представља једно пространо остварење са присутним елеменитам изузетних размера и облика.",POINT(601027.4918254777 4824350.6867502555)
"133",Јеврејско гробље у Нишу,ЗМ 71,Непокретно културно добро,43.321769,21.878518,"Знаменито место налази се у ширем центру града на простору између Ул. Ивана Милутиновића и Мраморске, на површини од 32 ара. По казивању нишких Јевреја овде је сахрањено преко 1000 људи. На основу архивских записа о постојању нишке јеврејске општине у XVI веку, као и података да су се Сафарди овде населили у већем броју 1695. године, може се претпоставити да се гробље користи од тада. Године 1965. ступила је на снагу забрана сахрањивања на овом гробљу, тако да су последњи споменици из прве половине ХХ века. Поред већег броја сефардских споменика идентификовано је и неколико споменика Ашкеназа. Највећи број надгробних споменика је у облику саркофага. Најстарији су јединствени по изгледу и ликовној обради. Грубо су клесани у камену са равном, ваљкастом или двослојно обрађеном горњом плочом на којој су уклесани стилизовани симболички елементи. Споменици с почетка ХХ века су најчешће од белог мермера са уклесаним епитафима и флоралним декоративним елементима. Поред меморијалне и уметничке вредности знаменито место представља и значајан документ о вишевековном присуству Јевреја у Нишу.",POINT(571231.9365249029 4796922.396834908)
"137","Спомен простор на обали Дунава (""Калакача"") код Крчедина",ЗМ 56,Непокретно културно добро,45.16485,20.111866,"Спомен простор лоциран на обали Дунава (Калакача), испод  крчединских винограда, на удаљености око 5 км од села Крчедина.  На месту где је некада био улаз у базу подигнут је зид од тесаног камена, на коме је уграђна  плоча од  гранита, димензија 0,80  x 1,20 м, на којој су уклесана умена четворо партизанских активиста са овога терена.  Ови  партизани  погинули су  у  овој бази  у току прве фазе непријатељске офанзиве  ("" Житни цвет"") на Фрушку Гору коју су изводиле јединице Прве козачке  и 173. резервне немачке дивизије.    У току офанзиве непријатељ је случајно открио неколико  база, на потезу од Крчедина до  Бешке,  на обали  Дунава. Тако је откривена и ова база и сви они који су се нашли у њој  су изгинули у сукобу са непријатељским војницима.  ",POINT(430202.48020664765 5001647.0426339125)
"138",Надгробни споменици у порти Српске православне цркве Св. Вазнесења у Руми,ЗМ 55,Непокретно културно добро,45.005571,19.827826,"У порти  српске православне цркве Св. Вазнесења у  Руми  налази  се низ  надгробних споменика који  су  део некадашњег гробља око храма. У непосредној околини  цркве ископани су гробови прилоком зидања кућа, па су  надгробни  споменици пренети у порту. Претпоставља  се да је староримско гробље било на том простору, јер сличних споменика  на сва четири гробља нема. Мермер је  углавном ружичаст, мада има и  споменика од  пешчара. На већини  су  слова истрвена  јер су плитко резана а и дуго времена су надгробни споменици служили као калдрма око цркве. Неки  су узидани у зид цркве па су и  најбоље очувани.   Један је употребљен као праг на улазу у цркву на јужним  вратима.  Од   дванаест  очуваних споменика  споменичка својства  су утврђена за два следећа :  1. Споменик од пешчара, као стојећи, налази се на северној страни цркве, узидан у калдрму. димензија  120 x40 цм. На врху (челу) урезан  је линијски  крст на Голготи са сигнатуром  ИС-ХС   НИ-КА.  Натпис је изведен дубоко урезаним словима и сада се чита: ЛЕТО.З.Р.П.И. ( година је исписана словима, свако слово је у  једном углу. Прерачунато као 7188, када се одузме  5508 добије се година 1680). Затим следи натпис. Калиграфија слова говори о старом, примитивном писму. Споменик је према подацима са терена најстарији очувани споменик у целој Војводини.  2. Споменик узидан у зид олтарског дела цркве са северне стране. Од ружичастог је мермера са слободним крстом. Има профилисано постоље  и  грубо  обрађен део за уземљење. На крсту је плитко урађен свећњак са сломљеном  свећом, што значи да је породица изумрла дез потомства.  На крацима крста су сигнатуре :  ИС-ХС  НИ-КА.   На  пољу плоче је запис  где  пише  да је споменик подигнут  Евтимију Стаичу, умрлом  25. децембра 1830. године у деведесет петој  години живота и његовој супрузи Марији, умрлој 1. јануара 1832. године у  деведесет седмој години живота.  Евтимије Стаич је био ктитор и мецена  многих цркава, манастира и хуманитарних установа (сиротишта, болнице, Гимназије  карловачке,  цркве Светог  Вазнесења у Руми, манастира  Раваница  у  Врднику итд.).     ",POINT(407623.70271464484 4984237.546846331)
"140",Уже подручје Брестовачке Бање,ПКИЦ 32,Непокретно културно добро,44.060514,22.044702,"Лековита својства Брестовачке бање познавали су и стари римљани. Представља вредну просторну целину коју чине архитектонски објекти у склопу са бујном вегетацијом.   Милошев конак, правоугаоне основе је грађен у бондруку са профилисаним гредама на угловима. На северној страни налази се доксат. Око средишње просторије распоређене су споредне. Грађен је 1835-1837 године.   Хамам квадратног облика са полулоптастим кубетом изнад целог простора. Унутра је округао базен са узвишењем за поливање водом.   Кнежев дворац, саграђен је 1855-1856 године по налогу кнеза Александра Карађорђевића. То је једноспратна зграда грађена у духу архитектуре оног времена.   Вила ""Топлица"" саграђена је крајем XIX века. Објекат је двоспратан у приземљу су базени и каде, а на спрату собе за смештај гостију.   Конак ""Излетник"", саграђен је средином XIX века. Објекат је претрпео промене.   Виле II и вила Топлица, настале су под утицајем аустроугарске архитектуре.  Купатила, сачувано је више, али су подаци о њима непоуздани.",POINT(583673.036368559 4879124.545770335)
"1311",Кућа у Батровцима,СК 1552,Непокретно културно добро,45.052568,19.124838,"Кућа Живана Милисавца значајна је по томе што су у њој у периоду од новембра 1943. до 22. јула 1944. године одржавани састанци ОК КПЈ и Народно-ослободилачког одбора за Срем, на којима су доношене одлуке важне за развијање устанка и органа народне власти у овом крају.",POINT(352343.76326009724 4990500.470781839)
"146",Кућа Мишићевих,СК 308,Непокретно културно добро,43.320787,21.901866,"Зграда старинског типа грађена под утицајем оријенталне културе налази се у ужем центру Ниша између зграде Окружног суда и бивше зграде Гимназије. Подигнута је 1865. године. До ослобођења Ниша од Турака у њој је живела једна турска породица, а убрзо по ослобођењу од Шећет хануме купио је Ђока Мишић, нишки трговац.  Објекат је приземан, симетричног типа са отвореним диваном на средишњем делу јужне фасаде, одакле се испод дивана улази у мањи подрум. Ова стара кућа грађена је у бондрук систему са применом чатме код неких зидова. Занимљив је ентеријер куће са гостињском собом, амамџиком, мутваком, сарачаком, са великом собом и спчетом и очуваним оригиналним вратима са алкама, прозорима са решеткама, долапима, рафовима, старим дрвеним таваницама, подовима од турске опеке и огњиштем затвореног типа у виду камина са уџеркама. Вишесливни, сложени кров који се продужава да наткрије диван са умерено проширеним стрехама покривен је ћерамидом.",POINT(573126.224624742 4796833.522072883)
"147",Споменик хајдук Вељку Петровићу,СК 334,Непокретно културно добро,44.225894,22.540658,"Подигнут је 1892. године и налази се при крају истоимене улице у склопу такозване Влашке махале. На месту садашњег споменика, налазио се један од пет шанаца подигнутих за одбрану Неготина од Турака 1813. године познат као Абрамов шанац. У изворима се наводи да је Хајдук Вељко ту погинуо 18. јуна 1813. године обилазећи устанике. Споменик је рађен по пројекту београдског архитекте Јована Илкића, познатог по пројектима за много јавне објекте по Београду и Србији с краја XIX века и почетком ХХ века. На споменику се налази и рељеф са попрсјем Хајдук Вељка, рад Ђорђа Јовановића, изливено у Паризу. Сам споменик начињен је од црвенкастог кладовског мермера, висине 4,50 метара. Пирамидалног је облика са квадратним постољем, на чијим странама стоје записи са посветом у стиховима песника Драгомира Брзака и Љубе Ненадовића, а испод попрсја речи Хајдук Вељкове: „Главу дајем, Крајину не дајем“. ",POINT(623051.6964959281 4898116.95727124)
